tahun,provinsi,jenis_kredit,nilai_miliar_rp,sumber,status
2023,Jawa Tengah,Perikanan,2722.582123885,OJK SPI,real
2023,Jawa Tengah,"Pertanian, Perburuan & Kehutanan",24481.195160717,OJK SPI,real
2023,Jawa Tengah,Total,27203.777284602,OJK SPI,real
2023,Jawa Timur,Perikanan,2900.048812092,OJK SPI,real
2023,Jawa Timur,"Pertanian, Perburuan & Kehutanan",38294.390530751,OJK SPI,real
2023,Jawa Timur,Total,41194.439342843,OJK SPI,real
2023,Kalimantan Barat,Perikanan,490.747587237,OJK SPI,real
2023,Kalimantan Barat,"Pertanian, Perburuan & Kehutanan",18559.641359837,OJK SPI,real
2023,Kalimantan Barat,Total,19050.388947074003,OJK SPI,real
2023,Kalimantan Selatan,Perikanan,340.737630014,OJK SPI,real
2023,Kalimantan Selatan,"Pertanian, Perburuan & Kehutanan",10963.443267741,OJK SPI,real
2023,Kalimantan Selatan,Total,11304.180897755,OJK SPI,real
2023,Kalimantan Tengah,Perikanan,167.952862488,OJK SPI,real
2023,Kalimantan Tengah,"Pertanian, Perburuan & Kehutanan",13830.410490634,OJK SPI,real
2023,Kalimantan Tengah,Total,13998.363353122,OJK SPI,real
2023,Kalimantan Timur,Perikanan,626.273236469,OJK SPI,real
2023,Kalimantan Timur,"Pertanian, Perburuan & Kehutanan",13941.085280813,OJK SPI,real
2023,Kalimantan Timur,Total,14567.358517282,OJK SPI,real
2023,Kepulauan Bangka Belitung,Perikanan,417.13649319,OJK SPI,real
2023,Kepulauan Bangka Belitung,"Pertanian, Perburuan & Kehutanan",2206.437840422,OJK SPI,real
2023,Kepulauan Bangka Belitung,Total,2623.5743336120004,OJK SPI,real
2023,Kepulauan Riau,Perikanan,378.000785009,OJK SPI,real
2023,Kepulauan Riau,"Pertanian, Perburuan & Kehutanan",390.218703589,OJK SPI,real
2023,Kepulauan Riau,Total,768.219488598,OJK SPI,real
2023,Lampung,Perikanan,632.344308676,OJK SPI,real
2023,Lampung,"Pertanian, Perburuan & Kehutanan",10374.958522388,OJK SPI,real
2023,Lampung,Total,11007.302831064,OJK SPI,real
2023,Maluku,Perikanan,219.558401682,OJK SPI,real
2023,Maluku,"Pertanian, Perburuan & Kehutanan",438.334428198,OJK SPI,real
2023,Maluku,Total,657.89282988,OJK SPI,real
2023,Maluku Utara,Perikanan,107.606279568,OJK SPI,real
2023,Maluku Utara,"Pertanian, Perburuan & Kehutanan",130.691637404,OJK SPI,real
2023,Maluku Utara,Total,238.297916972,OJK SPI,real
2023,Nusa Tenggara Barat,Perikanan,273.786065981,OJK SPI,real
2023,Nusa Tenggara Barat,"Pertanian, Perburuan & Kehutanan",5363.305532686,OJK SPI,real
2023,Nusa Tenggara Barat,Total,5637.091598667001,OJK SPI,real
2023,Nusa Tenggara Timur,Perikanan,353.063139679,OJK SPI,real
2023,Nusa Tenggara Timur,"Pertanian, Perburuan & Kehutanan",2091.322702483,OJK SPI,real
2023,Nusa Tenggara Timur,Total,2444.385842162,OJK SPI,real
2023,Papua,Perikanan,141.908201212,OJK SPI,real
2023,Papua,"Pertanian, Perburuan & Kehutanan",3165.904753229,OJK SPI,real
2023,Papua,Total,3307.8129544410003,OJK SPI,real
2023,Papua Barat,Perikanan,107.696147067,OJK SPI,real
2023,Papua Barat,"Pertanian, Perburuan & Kehutanan",823.223339418,OJK SPI,real
2023,Papua Barat,Total,930.919486485,OJK SPI,real
2023,Riau,Perikanan,159.16632225,OJK SPI,real
2023,Riau,"Pertanian, Perburuan & Kehutanan",25021.560815942,OJK SPI,real
2023,Riau,Total,25180.727138192,OJK SPI,real
2023,Sulawesi Barat,Perikanan,101.953076977,OJK SPI,real
2023,Sulawesi Barat,"Pertanian, Perburuan & Kehutanan",2085.083539493,OJK SPI,real
2023,Sulawesi Barat,Total,2187.03661647,OJK SPI,real
2023,Sulawesi Selatan,Perikanan,1995.036664317,OJK SPI,real
2023,Sulawesi Selatan,"Pertanian, Perburuan & Kehutanan",12762.610130506,OJK SPI,real
2023,Sulawesi Selatan,Total,14757.646794823,OJK SPI,real
2023,Sulawesi Tengah,Perikanan,566.893723907,OJK SPI,real
2023,Sulawesi Tengah,"Pertanian, Perburuan & Kehutanan",4405.128918218,OJK SPI,real
2023,Sulawesi Tengah,Total,4972.022642125,OJK SPI,real
2023,Sulawesi Tenggara,Perikanan,537.412451816,OJK SPI,real
2023,Sulawesi Tenggara,"Pertanian, Perburuan & Kehutanan",2795.490229509,OJK SPI,real
2023,Sulawesi Tenggara,Total,3332.902681325,OJK SPI,real
2023,Sulawesi Utara,Perikanan,353.382176174,OJK SPI,real
2023,Sulawesi Utara,"Pertanian, Perburuan & Kehutanan",1450.448377231,OJK SPI,real
2023,Sulawesi Utara,Total,1803.830553405,OJK SPI,real
2023,Sumatera Barat,Perikanan,340.108081479,OJK SPI,real
2023,Sumatera Barat,"Pertanian, Perburuan & Kehutanan",11381.214147795,OJK SPI,real
2023,Sumatera Barat,Total,11721.322229274,OJK SPI,real
2023,Sumatera Selatan,Perikanan,312.744147763,OJK SPI,real
2023,Sumatera Selatan,"Pertanian, Perburuan & Kehutanan",20090.573335551,OJK SPI,real
2023,Sumatera Selatan,Total,20403.317483314,OJK SPI,real
2023,Sumatera Utara,Perikanan,592.659836848,OJK SPI,real
2023,Sumatera Utara,"Pertanian, Perburuan & Kehutanan",50170.254584275,OJK SPI,real
2023,Sumatera Utara,Total,50762.914421122994,OJK SPI,real
2024,Aceh,Perikanan,304.40995511,OJK SPI,real
2024,Aceh,"Pertanian, Perburuan & Kehutanan",3444.086758333,OJK SPI,real
2024,Aceh,Total,3748.496713443,OJK SPI,real
2024,Bali,Perikanan,310.554392049,OJK SPI,real
2024,Bali,"Pertanian, Perburuan & Kehutanan",5719.207340273,OJK SPI,real
2024,Bali,Total,6029.761732322,OJK SPI,real
2024,Banten,Perikanan,176.656682013,OJK SPI,real
2024,Banten,"Pertanian, Perburuan & Kehutanan",847.968022055,OJK SPI,real
2024,Banten,Total,1024.624704068,OJK SPI,real
2024,Bengkulu,Perikanan,90.375707406,OJK SPI,real
2024,Bengkulu,"Pertanian, Perburuan & Kehutanan",6299.187358636,OJK SPI,real
2024,Bengkulu,Total,6389.563066042,OJK SPI,real
2024,DI Yogyakarta,Perikanan,277.663862726,OJK SPI,real
2024,DI Yogyakarta,"Pertanian, Perburuan & Kehutanan",2728.413595883,OJK SPI,real
2024,DI Yogyakarta,Total,3006.077458609,OJK SPI,real
2024,DKI Jakarta,Perikanan,2320.555765257,OJK SPI,real
2024,DKI Jakarta,"Pertanian, Perburuan & Kehutanan",177057.745296609,OJK SPI,real
2024,DKI Jakarta,Total,179378.30106186602,OJK SPI,real
2024,Gorontalo,Perikanan,114.113160199,OJK SPI,real
2024,Gorontalo,"Pertanian, Perburuan & Kehutanan",653.489196278,OJK SPI,real
2024,Gorontalo,Total,767.6023564770001,OJK SPI,real
2024,Jambi,Perikanan,127.832168346,OJK SPI,real
2024,Jambi,"Pertanian, Perburuan & Kehutanan",15228.611370339,OJK SPI,real
2024,Jambi,Total,15356.443538685,OJK SPI,real
2024,Jawa Barat,Perikanan,1353.243579572,OJK SPI,real
2024,Jawa Barat,"Pertanian, Perburuan & Kehutanan",15695.390156176,OJK SPI,real
2024,Jawa Barat,Total,17048.633735748,OJK SPI,real
2024,Jawa Tengah,Perikanan,2756.076751359,OJK SPI,real
2024,Jawa Tengah,"Pertanian, Perburuan & Kehutanan",25193.430496736,OJK SPI,real
2024,Jawa Tengah,Total,27949.507248095,OJK SPI,real
2024,Jawa Timur,Perikanan,2745.718136315,OJK SPI,real
2024,Jawa Timur,"Pertanian, Perburuan & Kehutanan",40533.456115961,OJK SPI,real
2024,Jawa Timur,Total,43279.174252276,OJK SPI,real
2024,Kalimantan Barat,Perikanan,458.319781417,OJK SPI,real
2024,Kalimantan Barat,"Pertanian, Perburuan & Kehutanan",20161.901914525,OJK SPI,real
2024,Kalimantan Barat,Total,20620.221695942,OJK SPI,real
2024,Kalimantan Selatan,Perikanan,330.744701073,OJK SPI,real
2024,Kalimantan Selatan,"Pertanian, Perburuan & Kehutanan",10429.442713598,OJK SPI,real
2024,Kalimantan Selatan,Total,10760.187414671,OJK SPI,real
2024,Kalimantan Tengah,Perikanan,154.781228889,OJK SPI,real
2024,Kalimantan Tengah,"Pertanian, Perburuan & Kehutanan",14529.913338317,OJK SPI,real
2024,Kalimantan Tengah,Total,14684.694567206,OJK SPI,real
2024,Kalimantan Timur,Perikanan,599.569029434,OJK SPI,real
2024,Kalimantan Timur,"Pertanian, Perburuan & Kehutanan",16049.668741374,OJK SPI,real
2024,Kalimantan Timur,Total,16649.237770808,OJK SPI,real
2024,Kepulauan Bangka Belitung,Perikanan,417.97839911,OJK SPI,real
2024,Kepulauan Bangka Belitung,"Pertanian, Perburuan & Kehutanan",2470.175322669,OJK SPI,real
2024,Kepulauan Bangka Belitung,Total,2888.1537217789996,OJK SPI,real
2024,Kepulauan Riau,Perikanan,407.099526329,OJK SPI,real
2024,Kepulauan Riau,"Pertanian, Perburuan & Kehutanan",304.397071392,OJK SPI,real
2024,Kepulauan Riau,Total,711.496597721,OJK SPI,real
2024,Lampung,Perikanan,595.834284696,OJK SPI,real
2024,Lampung,"Pertanian, Perburuan & Kehutanan",11195.41939724,OJK SPI,real
2024,Lampung,Total,11791.253681936,OJK SPI,real
2024,Maluku,Perikanan,222.466138949,OJK SPI,real
2024,Maluku,"Pertanian, Perburuan & Kehutanan",442.812965499,OJK SPI,real
2024,Maluku,Total,665.279104448,OJK SPI,real
2024,Maluku Utara,Perikanan,100.305953673,OJK SPI,real
2024,Maluku Utara,"Pertanian, Perburuan & Kehutanan",134.251232093,OJK SPI,real
2024,Maluku Utara,Total,234.557185766,OJK SPI,real
2024,Nusa Tenggara Barat,Perikanan,280.434101938,OJK SPI,real
2024,Nusa Tenggara Barat,"Pertanian, Perburuan & Kehutanan",5801.606594672,OJK SPI,real
2024,Nusa Tenggara Barat,Total,6082.04069661,OJK SPI,real
2024,Nusa Tenggara Timur,Perikanan,340.132891724,OJK SPI,real
2024,Nusa Tenggara Timur,"Pertanian, Perburuan & Kehutanan",2177.057898747,OJK SPI,real
2024,Nusa Tenggara Timur,Total,2517.1907904709997,OJK SPI,real
2024,Papua,Perikanan,124.418043901,OJK SPI,real
2024,Papua,"Pertanian, Perburuan & Kehutanan",3103.723337695,OJK SPI,real
2024,Papua,Total,3228.141381596,OJK SPI,real
2024,Papua Barat,Perikanan,111.01659204,OJK SPI,real
2024,Papua Barat,"Pertanian, Perburuan & Kehutanan",821.953385363,OJK SPI,real
2024,Papua Barat,Total,932.969977403,OJK SPI,real
2024,Riau,Perikanan,154.468454381,OJK SPI,real
2024,Riau,"Pertanian, Perburuan & Kehutanan",25858.005316611,OJK SPI,real
2024,Riau,Total,26012.473770992,OJK SPI,real
2024,Sulawesi Barat,Perikanan,102.950048352,OJK SPI,real
2024,Sulawesi Barat,"Pertanian, Perburuan & Kehutanan",2226.745413402,OJK SPI,real
2024,Sulawesi Barat,Total,2329.695461754,OJK SPI,real
2024,Sulawesi Selatan,Perikanan,2083.422366029,OJK SPI,real
2024,Sulawesi Selatan,"Pertanian, Perburuan & Kehutanan",14055.864692224,OJK SPI,real
2024,Sulawesi Selatan,Total,16139.287058253,OJK SPI,real
2024,Sulawesi Tengah,Perikanan,589.368109336,OJK SPI,real
2024,Sulawesi Tengah,"Pertanian, Perburuan & Kehutanan",4861.87889132,OJK SPI,real
2024,Sulawesi Tengah,Total,5451.247000656,OJK SPI,real
2024,Sulawesi Tenggara,Perikanan,562.906345199,OJK SPI,real
2024,Sulawesi Tenggara,"Pertanian, Perburuan & Kehutanan",3433.518415851,OJK SPI,real
2024,Sulawesi Tenggara,Total,3996.42476105,OJK SPI,real
2024,Sulawesi Utara,Perikanan,340.908524305,OJK SPI,real
2024,Sulawesi Utara,"Pertanian, Perburuan & Kehutanan",1585.439085218,OJK SPI,real
2024,Sulawesi Utara,Total,1926.347609523,OJK SPI,real
2024,Sumatera Barat,Perikanan,320.257196893,OJK SPI,real
2024,Sumatera Barat,"Pertanian, Perburuan & Kehutanan",11863.712430359,OJK SPI,real
2024,Sumatera Barat,Total,12183.969627252,OJK SPI,real
2024,Sumatera Selatan,Perikanan,290.965107873,OJK SPI,real
2024,Sumatera Selatan,"Pertanian, Perburuan & Kehutanan",21308.665862676,OJK SPI,real
2024,Sumatera Selatan,Total,21599.630970549,OJK SPI,real
2024,Sumatera Utara,Perikanan,603.229794145,OJK SPI,real
2024,Sumatera Utara,"Pertanian, Perburuan & Kehutanan",54920.918481093,OJK SPI,real
2024,Sumatera Utara,Total,55524.148275238,OJK SPI,real
