tahun,provinsi,jenis_kredit,nilai_miliar_rp,sumber,status
2019,Kalimantan Timur,Total,4519.495853281,OJK SPI,real
2019,Kepulauan Bangka Belitung,Perikanan,108.500393693,OJK SPI,real
2019,Kepulauan Bangka Belitung,"Pertanian, Perburuan & Kehutanan",498.4559597,OJK SPI,real
2019,Kepulauan Bangka Belitung,Total,606.956353393,OJK SPI,real
2019,Kepulauan Riau,Perikanan,101.802614325,OJK SPI,real
2019,Kepulauan Riau,"Pertanian, Perburuan & Kehutanan",122.845047954,OJK SPI,real
2019,Kepulauan Riau,Total,224.64766227899997,OJK SPI,real
2019,Lampung,Perikanan,473.580800854,OJK SPI,real
2019,Lampung,"Pertanian, Perburuan & Kehutanan",8600.354812417,OJK SPI,real
2019,Lampung,Total,9073.935613271,OJK SPI,real
2019,Maluku,Perikanan,80.896091663,OJK SPI,real
2019,Maluku,"Pertanian, Perburuan & Kehutanan",129.792780196,OJK SPI,real
2019,Maluku,Total,210.688871859,OJK SPI,real
2019,Maluku Utara,Perikanan,22.884604447,OJK SPI,real
2019,Maluku Utara,"Pertanian, Perburuan & Kehutanan",39.520835944,OJK SPI,real
2019,Maluku Utara,Total,62.405440391,OJK SPI,real
2019,Nusa Tenggara Barat,Perikanan,95.51474193,OJK SPI,real
2019,Nusa Tenggara Barat,"Pertanian, Perburuan & Kehutanan",1077.935667216,OJK SPI,real
2019,Nusa Tenggara Barat,Total,1173.450409146,OJK SPI,real
2019,Nusa Tenggara Timur,Perikanan,95.753324875,OJK SPI,real
2019,Nusa Tenggara Timur,"Pertanian, Perburuan & Kehutanan",337.784483976,OJK SPI,real
2019,Nusa Tenggara Timur,Total,433.537808851,OJK SPI,real
2019,Papua,Perikanan,66.362156148,OJK SPI,real
2019,Papua,"Pertanian, Perburuan & Kehutanan",554.192313015,OJK SPI,real
2019,Papua,Total,620.554469163,OJK SPI,real
2019,Papua Barat,Perikanan,50.455766529,OJK SPI,real
2019,Papua Barat,"Pertanian, Perburuan & Kehutanan",133.717314944,OJK SPI,real
2019,Papua Barat,Total,184.173081473,OJK SPI,real
2019,Riau,Perikanan,75.278610277,OJK SPI,real
2019,Riau,"Pertanian, Perburuan & Kehutanan",11977.542712688,OJK SPI,real
2019,Riau,Total,12052.821322965,OJK SPI,real
2019,Sulawesi Barat,Perikanan,21.743790479,OJK SPI,real
2019,Sulawesi Barat,"Pertanian, Perburuan & Kehutanan",470.599376198,OJK SPI,real
2019,Sulawesi Barat,Total,492.343166677,OJK SPI,real
2019,Sulawesi Selatan,Perikanan,605.586095269,OJK SPI,real
2019,Sulawesi Selatan,"Pertanian, Perburuan & Kehutanan",3780.676955935,OJK SPI,real
2019,Sulawesi Selatan,Total,4386.263051204,OJK SPI,real
2019,Sulawesi Tengah,Perikanan,130.341959041,OJK SPI,real
2019,Sulawesi Tengah,"Pertanian, Perburuan & Kehutanan",1577.817786648,OJK SPI,real
2019,Sulawesi Tengah,Total,1708.159745689,OJK SPI,real
2019,Sulawesi Tenggara,Perikanan,102.41111498,OJK SPI,real
2019,Sulawesi Tenggara,"Pertanian, Perburuan & Kehutanan",444.110221641,OJK SPI,real
2019,Sulawesi Tenggara,Total,546.521336621,OJK SPI,real
2019,Sulawesi Utara,Perikanan,200.591609953,OJK SPI,real
2019,Sulawesi Utara,"Pertanian, Perburuan & Kehutanan",536.589735226,OJK SPI,real
2019,Sulawesi Utara,Total,737.181345179,OJK SPI,real
2019,Sumatera Barat,Perikanan,135.304030574,OJK SPI,real
2019,Sumatera Barat,"Pertanian, Perburuan & Kehutanan",6375.478523596,OJK SPI,real
2019,Sumatera Barat,Total,6510.7825541699995,OJK SPI,real
2019,Sumatera Selatan,Perikanan,179.30961004,OJK SPI,real
2019,Sumatera Selatan,"Pertanian, Perburuan & Kehutanan",11650.040852518,OJK SPI,real
2019,Sumatera Selatan,Total,11829.350462558,OJK SPI,real
2019,Sumatera Utara,Perikanan,344.165557531,OJK SPI,real
2019,Sumatera Utara,"Pertanian, Perburuan & Kehutanan",41102.460022272,OJK SPI,real
2019,Sumatera Utara,Total,41446.62557980299,OJK SPI,real
2020,Aceh,Perikanan,74.5815001,OJK SPI,real
2020,Aceh,"Pertanian, Perburuan & Kehutanan",2482.194672116,OJK SPI,real
2020,Aceh,Total,2556.7761722160003,OJK SPI,real
2020,Bali,Perikanan,203.499000028,OJK SPI,real
2020,Bali,"Pertanian, Perburuan & Kehutanan",1882.965094647,OJK SPI,real
2020,Bali,Total,2086.464094675,OJK SPI,real
2020,Banten,Perikanan,59.657345557,OJK SPI,real
2020,Banten,"Pertanian, Perburuan & Kehutanan",1008.649782649,OJK SPI,real
2020,Banten,Total,1068.307128206,OJK SPI,real
2020,Bengkulu,Perikanan,36.657732675,OJK SPI,real
2020,Bengkulu,"Pertanian, Perburuan & Kehutanan",1648.975269622,OJK SPI,real
2020,Bengkulu,Total,1685.633002297,OJK SPI,real
2020,DI Yogyakarta,Perikanan,101.819109405,OJK SPI,real
2020,DI Yogyakarta,"Pertanian, Perburuan & Kehutanan",569.57612381,OJK SPI,real
2020,DI Yogyakarta,Total,671.395233215,OJK SPI,real
2020,DKI Jakarta,Perikanan,4522.711325149,OJK SPI,real
2020,DKI Jakarta,"Pertanian, Perburuan & Kehutanan",153640.678003122,OJK SPI,real
2020,DKI Jakarta,Total,158163.389328271,OJK SPI,real
2020,Gorontalo,Perikanan,52.862610632,OJK SPI,real
2020,Gorontalo,"Pertanian, Perburuan & Kehutanan",721.942140371,OJK SPI,real
2020,Gorontalo,Total,774.8047510030001,OJK SPI,real
2020,Jambi,Perikanan,66.467567723,OJK SPI,real
2020,Jambi,"Pertanian, Perburuan & Kehutanan",5977.933601223,OJK SPI,real
2020,Jambi,Total,6044.401168945999,OJK SPI,real
2020,Jawa Barat,Perikanan,512.236549456,OJK SPI,real
2020,Jawa Barat,"Pertanian, Perburuan & Kehutanan",5836.533351676,OJK SPI,real
2020,Jawa Barat,Total,6348.769901132,OJK SPI,real
2020,Jawa Tengah,Perikanan,1020.147810571,OJK SPI,real
2020,Jawa Tengah,"Pertanian, Perburuan & Kehutanan",7643.682651456,OJK SPI,real
2020,Jawa Tengah,Total,8663.830462027,OJK SPI,real
2020,Jawa Timur,Perikanan,1158.903791749,OJK SPI,real
2020,Jawa Timur,"Pertanian, Perburuan & Kehutanan",11665.813937976,OJK SPI,real
2020,Jawa Timur,Total,12824.717729725,OJK SPI,real
2020,Kalimantan Barat,Perikanan,158.587573066,OJK SPI,real
2020,Kalimantan Barat,"Pertanian, Perburuan & Kehutanan",10846.795225659,OJK SPI,real
2020,Kalimantan Barat,Total,11005.382798725,OJK SPI,real
2020,Kalimantan Selatan,Perikanan,151.384823829,OJK SPI,real
2020,Kalimantan Selatan,"Pertanian, Perburuan & Kehutanan",10793.042151992,OJK SPI,real
2020,Kalimantan Selatan,Total,10944.426975821,OJK SPI,real
2020,Kalimantan Tengah,Perikanan,71.439338117,OJK SPI,real
2020,Kalimantan Tengah,"Pertanian, Perburuan & Kehutanan",6419.18066208,OJK SPI,real
2020,Kalimantan Tengah,Total,6490.620000197,OJK SPI,real
2020,Kalimantan Timur,Perikanan,191.409126846,OJK SPI,real
2020,Kalimantan Timur,"Pertanian, Perburuan & Kehutanan",4328.086726435,OJK SPI,real
2020,Kalimantan Timur,Total,4519.495853281,OJK SPI,real
2020,Kepulauan Bangka Belitung,Perikanan,108.500393693,OJK SPI,real
2020,Kepulauan Bangka Belitung,"Pertanian, Perburuan & Kehutanan",498.4559597,OJK SPI,real
2020,Kepulauan Bangka Belitung,Total,606.956353393,OJK SPI,real
2020,Kepulauan Riau,Perikanan,101.802614325,OJK SPI,real
2020,Kepulauan Riau,"Pertanian, Perburuan & Kehutanan",122.845047954,OJK SPI,real
2020,Kepulauan Riau,Total,224.64766227899997,OJK SPI,real
2020,Lampung,Perikanan,473.580800854,OJK SPI,real
2020,Lampung,"Pertanian, Perburuan & Kehutanan",8600.354812417,OJK SPI,real
2020,Lampung,Total,9073.935613271,OJK SPI,real
2020,Maluku,Perikanan,80.896091663,OJK SPI,real
2020,Maluku,"Pertanian, Perburuan & Kehutanan",129.792780196,OJK SPI,real
2020,Maluku,Total,210.688871859,OJK SPI,real
2020,Maluku Utara,Perikanan,22.884604447,OJK SPI,real
2020,Maluku Utara,"Pertanian, Perburuan & Kehutanan",39.520835944,OJK SPI,real
2020,Maluku Utara,Total,62.405440391,OJK SPI,real
2020,Nusa Tenggara Barat,Perikanan,95.51474193,OJK SPI,real
2020,Nusa Tenggara Barat,"Pertanian, Perburuan & Kehutanan",1077.935667216,OJK SPI,real
2020,Nusa Tenggara Barat,Total,1173.450409146,OJK SPI,real
2020,Nusa Tenggara Timur,Perikanan,95.753324875,OJK SPI,real
2020,Nusa Tenggara Timur,"Pertanian, Perburuan & Kehutanan",337.784483976,OJK SPI,real
2020,Nusa Tenggara Timur,Total,433.537808851,OJK SPI,real
2020,Papua,Perikanan,66.362156148,OJK SPI,real
2020,Papua,"Pertanian, Perburuan & Kehutanan",554.192313015,OJK SPI,real
2020,Papua,Total,620.554469163,OJK SPI,real
2020,Papua Barat,Perikanan,50.455766529,OJK SPI,real
2020,Papua Barat,"Pertanian, Perburuan & Kehutanan",133.717314944,OJK SPI,real
2020,Papua Barat,Total,184.173081473,OJK SPI,real
2020,Riau,Perikanan,75.278610277,OJK SPI,real
2020,Riau,"Pertanian, Perburuan & Kehutanan",11977.542712688,OJK SPI,real
2020,Riau,Total,12052.821322965,OJK SPI,real
2020,Sulawesi Barat,Perikanan,21.743790479,OJK SPI,real
2020,Sulawesi Barat,"Pertanian, Perburuan & Kehutanan",470.599376198,OJK SPI,real
2020,Sulawesi Barat,Total,492.343166677,OJK SPI,real
2020,Sulawesi Selatan,Perikanan,605.586095269,OJK SPI,real
2020,Sulawesi Selatan,"Pertanian, Perburuan & Kehutanan",3780.676955935,OJK SPI,real
2020,Sulawesi Selatan,Total,4386.263051204,OJK SPI,real
2020,Sulawesi Tengah,Perikanan,130.341959041,OJK SPI,real
2020,Sulawesi Tengah,"Pertanian, Perburuan & Kehutanan",1577.817786648,OJK SPI,real
2020,Sulawesi Tengah,Total,1708.159745689,OJK SPI,real
2020,Sulawesi Tenggara,Perikanan,102.41111498,OJK SPI,real
2020,Sulawesi Tenggara,"Pertanian, Perburuan & Kehutanan",444.110221641,OJK SPI,real
2020,Sulawesi Tenggara,Total,546.521336621,OJK SPI,real
2020,Sulawesi Utara,Perikanan,200.591609953,OJK SPI,real
2020,Sulawesi Utara,"Pertanian, Perburuan & Kehutanan",536.589735226,OJK SPI,real
2020,Sulawesi Utara,Total,737.181345179,OJK SPI,real
2020,Sumatera Barat,Perikanan,135.304030574,OJK SPI,real
2020,Sumatera Barat,"Pertanian, Perburuan & Kehutanan",6375.478523596,OJK SPI,real
2020,Sumatera Barat,Total,6510.7825541699995,OJK SPI,real
2020,Sumatera Selatan,Perikanan,179.30961004,OJK SPI,real
2020,Sumatera Selatan,"Pertanian, Perburuan & Kehutanan",11650.040852518,OJK SPI,real
2020,Sumatera Selatan,Total,11829.350462558,OJK SPI,real
2020,Sumatera Utara,Perikanan,344.165557531,OJK SPI,real
2020,Sumatera Utara,"Pertanian, Perburuan & Kehutanan",41102.460022272,OJK SPI,real
2020,Sumatera Utara,Total,41446.62557980299,OJK SPI,real
2021,Aceh,Perikanan,764.620397566,OJK SPI,real
2021,Aceh,"Pertanian, Perburuan & Kehutanan",1290.944819408,OJK SPI,real
2021,Aceh,Total,2055.565216974,OJK SPI,real
2021,Bali,Perikanan,327.889941366,OJK SPI,real
2021,Bali,"Pertanian, Perburuan & Kehutanan",3945.593721212,OJK SPI,real
2021,Bali,Total,4273.483662578,OJK SPI,real
2021,Banten,Perikanan,171.605731883,OJK SPI,real
2021,Banten,"Pertanian, Perburuan & Kehutanan",473.730836276,OJK SPI,real
2021,Banten,Total,645.336568159,OJK SPI,real
2021,Bengkulu,Perikanan,95.695533162,OJK SPI,real
2021,Bengkulu,"Pertanian, Perburuan & Kehutanan",4293.278709564,OJK SPI,real
2021,Bengkulu,Total,4388.974242726,OJK SPI,real
2021,DI Yogyakarta,Perikanan,258.354617118,OJK SPI,real
2021,DI Yogyakarta,"Pertanian, Perburuan & Kehutanan",1343.378283853,OJK SPI,real
2021,DI Yogyakarta,Total,1601.7329009710002,OJK SPI,real
2021,DKI Jakarta,Perikanan,3880.419564286,OJK SPI,real
2021,DKI Jakarta,"Pertanian, Perburuan & Kehutanan",171458.17883195,OJK SPI,real
2021,DKI Jakarta,Total,175338.59839623602,OJK SPI,real
2021,Gorontalo,Perikanan,122.695640268,OJK SPI,real
2021,Gorontalo,"Pertanian, Perburuan & Kehutanan",1010.628691574,OJK SPI,real
2021,Gorontalo,Total,1133.324331842,OJK SPI,real
2021,Jambi,Perikanan,126.553172013,OJK SPI,real
2021,Jambi,"Pertanian, Perburuan & Kehutanan",10464.005711203,OJK SPI,real
2021,Jambi,Total,10590.558883216,OJK SPI,real
2021,Jawa Barat,Perikanan,1198.089348499,OJK SPI,real
2021,Jawa Barat,"Pertanian, Perburuan & Kehutanan",10212.449445099,OJK SPI,real
2021,Jawa Barat,Total,11410.538793598,OJK SPI,real
2021,Jawa Tengah,Perikanan,2326.163266318,OJK SPI,real
2021,Jawa Tengah,"Pertanian, Perburuan & Kehutanan",15775.133556315,OJK SPI,real
2021,Jawa Tengah,Total,18101.296822633,OJK SPI,real
2021,Jawa Timur,Perikanan,2671.307919647,OJK SPI,real
2021,Jawa Timur,"Pertanian, Perburuan & Kehutanan",29324.485712882,OJK SPI,real
2021,Jawa Timur,Total,31995.793632529,OJK SPI,real
2021,Kalimantan Barat,Perikanan,396.503444674,OJK SPI,real
2021,Kalimantan Barat,"Pertanian, Perburuan & Kehutanan",12065.090457014,OJK SPI,real
2021,Kalimantan Barat,Total,12461.593901687998,OJK SPI,real
2021,Kalimantan Selatan,Perikanan,351.681303729,OJK SPI,real
2021,Kalimantan Selatan,"Pertanian, Perburuan & Kehutanan",8991.02513842,OJK SPI,real
2021,Kalimantan Selatan,Total,9342.706442149,OJK SPI,real
2021,Kalimantan Tengah,Perikanan,129.317561748,OJK SPI,real
2021,Kalimantan Tengah,"Pertanian, Perburuan & Kehutanan",8213.12108806,OJK SPI,real
2021,Kalimantan Tengah,Total,8342.438649807998,OJK SPI,real
2021,Kalimantan Timur,Perikanan,345.352835433,OJK SPI,real
2021,Kalimantan Timur,"Pertanian, Perburuan & Kehutanan",11837.147507769,OJK SPI,real
2021,Kalimantan Timur,Total,12182.500343201998,OJK SPI,real
2021,Kepulauan Bangka Belitung,Perikanan,235.685125509,OJK SPI,real
2021,Kepulauan Bangka Belitung,"Pertanian, Perburuan & Kehutanan",1382.255634026,OJK SPI,real
2021,Kepulauan Bangka Belitung,Total,1617.940759535,OJK SPI,real
2021,Kepulauan Riau,Perikanan,288.827660903,OJK SPI,real
2021,Kepulauan Riau,"Pertanian, Perburuan & Kehutanan",192.334478933,OJK SPI,real
2021,Kepulauan Riau,Total,481.162139836,OJK SPI,real
2021,Lampung,Perikanan,613.856127457,OJK SPI,real
2021,Lampung,"Pertanian, Perburuan & Kehutanan",10630.275852415,OJK SPI,real
2021,Lampung,Total,11244.131979872,OJK SPI,real
2021,Maluku,Perikanan,160.13842393,OJK SPI,real
2021,Maluku,"Pertanian, Perburuan & Kehutanan",340.500184352,OJK SPI,real
2021,Maluku,Total,500.638608282,OJK SPI,real
2021,Maluku Utara,Perikanan,79.330533438,OJK SPI,real
2021,Maluku Utara,"Pertanian, Perburuan & Kehutanan",99.137293887,OJK SPI,real
2021,Maluku Utara,Total,178.467827325,OJK SPI,real
2021,Nusa Tenggara Barat,Perikanan,194.274850176,OJK SPI,real
2021,Nusa Tenggara Barat,"Pertanian, Perburuan & Kehutanan",3689.589370678,OJK SPI,real
2021,Nusa Tenggara Barat,Total,3883.864220854,OJK SPI,real
2021,Nusa Tenggara Timur,Perikanan,259.102079283,OJK SPI,real
2021,Nusa Tenggara Timur,"Pertanian, Perburuan & Kehutanan",1304.848302807,OJK SPI,real
2021,Nusa Tenggara Timur,Total,1563.95038209,OJK SPI,real
2021,Papua,Perikanan,142.233129883,OJK SPI,real
2021,Papua,"Pertanian, Perburuan & Kehutanan",1302.276225759,OJK SPI,real
2021,Papua,Total,1444.509355642,OJK SPI,real
2021,Papua Barat,Perikanan,95.782691315,OJK SPI,real
2021,Papua Barat,"Pertanian, Perburuan & Kehutanan",673.428284091,OJK SPI,real
2021,Papua Barat,Total,769.210975406,OJK SPI,real
2021,Riau,Perikanan,155.154801589,OJK SPI,real
2021,Riau,"Pertanian, Perburuan & Kehutanan",18999.227322319,OJK SPI,real
2021,Riau,Total,19154.382123908,OJK SPI,real
2021,Sulawesi Barat,Perikanan,71.109298439,OJK SPI,real
2021,Sulawesi Barat,"Pertanian, Perburuan & Kehutanan",1364.511735529,OJK SPI,real
2021,Sulawesi Barat,Total,1435.621033968,OJK SPI,real
2021,Sulawesi Selatan,Perikanan,1200.795231601,OJK SPI,real
2021,Sulawesi Selatan,"Pertanian, Perburuan & Kehutanan",8448.632289273,OJK SPI,real
2021,Sulawesi Selatan,Total,9649.427520874,OJK SPI,real
2021,Sulawesi Tengah,Perikanan,250.325369757,OJK SPI,real
2021,Sulawesi Tengah,"Pertanian, Perburuan & Kehutanan",3133.233032387,OJK SPI,real
2021,Sulawesi Tengah,Total,3383.558402144,OJK SPI,real
2021,Sulawesi Tenggara,Perikanan,371.684394488,OJK SPI,real
2021,Sulawesi Tenggara,"Pertanian, Perburuan & Kehutanan",1669.720897701,OJK SPI,real
2021,Sulawesi Tenggara,Total,2041.405292189,OJK SPI,real
2021,Sulawesi Utara,Perikanan,299.361521526,OJK SPI,real
2021,Sulawesi Utara,"Pertanian, Perburuan & Kehutanan",973.103614073,OJK SPI,real
2021,Sulawesi Utara,Total,1272.465135599,OJK SPI,real
2021,Sumatera Barat,Perikanan,309.92031305,OJK SPI,real
2021,Sumatera Barat,"Pertanian, Perburuan & Kehutanan",9063.917295943,OJK SPI,real
2021,Sumatera Barat,Total,9373.837608993,OJK SPI,real
2021,Sumatera Selatan,Perikanan,247.048862367,OJK SPI,real
2021,Sumatera Selatan,"Pertanian, Perburuan & Kehutanan",16223.565326081,OJK SPI,real
2021,Sumatera Selatan,Total,16470.614188448,OJK SPI,real
2021,Sumatera Utara,Perikanan,547.184563918,OJK SPI,real
2021,Sumatera Utara,"Pertanian, Perburuan & Kehutanan",42569.225713503,OJK SPI,real
2021,Sumatera Utara,Total,43116.41027742101,OJK SPI,real
2022,Aceh,Perikanan,297.961585001,OJK SPI,real
2022,Aceh,"Pertanian, Perburuan & Kehutanan",1571.934075017,OJK SPI,real
2022,Aceh,Total,1869.895660018,OJK SPI,real
2022,Bali,Perikanan,312.221253014,OJK SPI,real
2022,Bali,"Pertanian, Perburuan & Kehutanan",4749.145866109,OJK SPI,real
2022,Bali,Total,5061.3671191230005,OJK SPI,real
2022,Banten,Perikanan,169.879804458,OJK SPI,real
2022,Banten,"Pertanian, Perburuan & Kehutanan",681.088513911,OJK SPI,real
2022,Banten,Total,850.9683183689999,OJK SPI,real
2022,Bengkulu,Perikanan,100.615305544,OJK SPI,real
2022,Bengkulu,"Pertanian, Perburuan & Kehutanan",5381.782263615,OJK SPI,real
2022,Bengkulu,Total,5482.397569159,OJK SPI,real
2022,DI Yogyakarta,Perikanan,284.521385478,OJK SPI,real
2022,DI Yogyakarta,"Pertanian, Perburuan & Kehutanan",2292.122740007,OJK SPI,real
2022,DI Yogyakarta,Total,2576.644125485,OJK SPI,real
2022,DKI Jakarta,Perikanan,3704.982798936,OJK SPI,real
2022,DKI Jakarta,"Pertanian, Perburuan & Kehutanan",169373.239394552,OJK SPI,real
2022,DKI Jakarta,Total,173078.22219348798,OJK SPI,real
2022,Gorontalo,Perikanan,137.763916593,OJK SPI,real
2022,Gorontalo,"Pertanian, Perburuan & Kehutanan",1208.334741651,OJK SPI,real
2022,Gorontalo,Total,1346.098658244,OJK SPI,real
2022,Jambi,Perikanan,132.999197575,OJK SPI,real
2022,Jambi,"Pertanian, Perburuan & Kehutanan",12907.02352749,OJK SPI,real
2022,Jambi,Total,13040.022725065,OJK SPI,real
2022,Jawa Barat,Perikanan,1263.397753444,OJK SPI,real
2022,Jawa Barat,"Pertanian, Perburuan & Kehutanan",13923.919911932,OJK SPI,real
2022,Jawa Barat,Total,15187.317665376,OJK SPI,real
2022,Jawa Tengah,Perikanan,2572.500869769,OJK SPI,real
2022,Jawa Tengah,"Pertanian, Perburuan & Kehutanan",21868.26530008,OJK SPI,real
2022,Jawa Tengah,Total,24440.766169848997,OJK SPI,real
2022,Jawa Timur,Perikanan,2738.289045001,OJK SPI,real
2022,Jawa Timur,"Pertanian, Perburuan & Kehutanan",35604.175945656,OJK SPI,real
2022,Jawa Timur,Total,38342.464990657005,OJK SPI,real
2022,Kalimantan Barat,Perikanan,448.339852819,OJK SPI,real
2022,Kalimantan Barat,"Pertanian, Perburuan & Kehutanan",14914.636410385,OJK SPI,real
2022,Kalimantan Barat,Total,15362.976263203998,OJK SPI,real
2022,Kalimantan Selatan,Perikanan,313.278023175,OJK SPI,real
2022,Kalimantan Selatan,"Pertanian, Perburuan & Kehutanan",9268.803226232,OJK SPI,real
2022,Kalimantan Selatan,Total,9582.081249407,OJK SPI,real
2022,Kalimantan Tengah,Perikanan,154.303574961,OJK SPI,real
2022,Kalimantan Tengah,"Pertanian, Perburuan & Kehutanan",12108.509602792,OJK SPI,real
2022,Kalimantan Tengah,Total,12262.813177753002,OJK SPI,real
2022,Kalimantan Timur,Perikanan,497.20780584,OJK SPI,real
2022,Kalimantan Timur,"Pertanian, Perburuan & Kehutanan",13154.792379944,OJK SPI,real
2022,Kalimantan Timur,Total,13652.000185784,OJK SPI,real
2022,Kepulauan Bangka Belitung,Perikanan,340.616669213,OJK SPI,real
2022,Kepulauan Bangka Belitung,"Pertanian, Perburuan & Kehutanan",1986.983255399,OJK SPI,real
2022,Kepulauan Bangka Belitung,Total,2327.599924612,OJK SPI,real
2022,Kepulauan Riau,Perikanan,334.069111862,OJK SPI,real
2022,Kepulauan Riau,"Pertanian, Perburuan & Kehutanan",330.213175027,OJK SPI,real
2022,Kepulauan Riau,Total,664.282286889,OJK SPI,real
2022,Lampung,Perikanan,660.321944389,OJK SPI,real
2022,Lampung,"Pertanian, Perburuan & Kehutanan",12229.206208807,OJK SPI,real
2022,Lampung,Total,12889.528153196,OJK SPI,real
2022,Maluku,Perikanan,175.222840007,OJK SPI,real
2022,Maluku,"Pertanian, Perburuan & Kehutanan",413.671823861,OJK SPI,real
2022,Maluku,Total,588.894663868,OJK SPI,real
2022,Maluku Utara,Perikanan,94.653881851,OJK SPI,real
2022,Maluku Utara,"Pertanian, Perburuan & Kehutanan",143.111142636,OJK SPI,real
2022,Maluku Utara,Total,237.765024487,OJK SPI,real
2022,Nusa Tenggara Barat,Perikanan,250.384485041,OJK SPI,real
2022,Nusa Tenggara Barat,"Pertanian, Perburuan & Kehutanan",4547.755741894,OJK SPI,real
2022,Nusa Tenggara Barat,Total,4798.140226934999,OJK SPI,real
2022,Nusa Tenggara Timur,Perikanan,301.40734592,OJK SPI,real
2022,Nusa Tenggara Timur,"Pertanian, Perburuan & Kehutanan",1794.018050568,OJK SPI,real
2022,Nusa Tenggara Timur,Total,2095.425396488,OJK SPI,real
2022,Papua,Perikanan,145.492761834,OJK SPI,real
2022,Papua,"Pertanian, Perburuan & Kehutanan",1592.683658989,OJK SPI,real
2022,Papua,Total,1738.176420823,OJK SPI,real
2022,Papua Barat,Perikanan,87.87008317,OJK SPI,real
2022,Papua Barat,"Pertanian, Perburuan & Kehutanan",799.227217794,OJK SPI,real
2022,Papua Barat,Total,887.097300964,OJK SPI,real
2022,Riau,Perikanan,161.611927785,OJK SPI,real
2022,Riau,"Pertanian, Perburuan & Kehutanan",22632.622312475,OJK SPI,real
2022,Riau,Total,22794.23424026,OJK SPI,real
2022,Sulawesi Barat,Perikanan,88.563365532,OJK SPI,real
2022,Sulawesi Barat,"Pertanian, Perburuan & Kehutanan",1774.315467952,OJK SPI,real
2022,Sulawesi Barat,Total,1862.878833484,OJK SPI,real
2022,Sulawesi Selatan,Perikanan,1514.352547553,OJK SPI,real
2022,Sulawesi Selatan,"Pertanian, Perburuan & Kehutanan",10880.978584301,OJK SPI,real
2022,Sulawesi Selatan,Total,12395.331131854,OJK SPI,real
2022,Sulawesi Tengah,Perikanan,456.847797596,OJK SPI,real
2022,Sulawesi Tengah,"Pertanian, Perburuan & Kehutanan",3850.49418355,OJK SPI,real
2022,Sulawesi Tengah,Total,4307.341981146,OJK SPI,real
2022,Sulawesi Tenggara,Perikanan,466.472672215,OJK SPI,real
2022,Sulawesi Tenggara,"Pertanian, Perburuan & Kehutanan",2155.177556523,OJK SPI,real
2022,Sulawesi Tenggara,Total,2621.650228738,OJK SPI,real
2022,Sulawesi Utara,Perikanan,318.225043051,OJK SPI,real
2022,Sulawesi Utara,"Pertanian, Perburuan & Kehutanan",1262.819953726,OJK SPI,real
2022,Sulawesi Utara,Total,1581.044996777,OJK SPI,real
2022,Sumatera Barat,Perikanan,335.703555853,OJK SPI,real
2022,Sumatera Barat,"Pertanian, Perburuan & Kehutanan",9954.517722365,OJK SPI,real
2022,Sumatera Barat,Total,10290.221278218,OJK SPI,real
2022,Sumatera Selatan,Perikanan,296.194074662,OJK SPI,real
2022,Sumatera Selatan,"Pertanian, Perburuan & Kehutanan",17718.442689537,OJK SPI,real
2022,Sumatera Selatan,Total,18014.636764199,OJK SPI,real
2022,Sumatera Utara,Perikanan,570.039546346,OJK SPI,real
2022,Sumatera Utara,"Pertanian, Perburuan & Kehutanan",42594.66725389,OJK SPI,real
2022,Sumatera Utara,Total,43164.706800236,OJK SPI,real
2023,Aceh,Perikanan,301.866250883,OJK SPI,real
2023,Aceh,"Pertanian, Perburuan & Kehutanan",2321.54176961,OJK SPI,real
2023,Aceh,Total,2623.4080204929996,OJK SPI,real
2023,Bali,Perikanan,311.295586709,OJK SPI,real
2023,Bali,"Pertanian, Perburuan & Kehutanan",5288.261908915,OJK SPI,real
2023,Bali,Total,5599.557495624001,OJK SPI,real
2023,Banten,Perikanan,187.758245384,OJK SPI,real
2023,Banten,"Pertanian, Perburuan & Kehutanan",735.781212604,OJK SPI,real
2023,Banten,Total,923.539457988,OJK SPI,real
2023,Bengkulu,Perikanan,100.142501828,OJK SPI,real
2023,Bengkulu,"Pertanian, Perburuan & Kehutanan",5935.771112568,OJK SPI,real
2023,Bengkulu,Total,6035.9136143959995,OJK SPI,real
2023,DI Yogyakarta,Perikanan,297.080342658,OJK SPI,real
2023,DI Yogyakarta,"Pertanian, Perburuan & Kehutanan",2613.22420487,OJK SPI,real
2023,DI Yogyakarta,Total,2910.304547528,OJK SPI,real
2023,DKI Jakarta,Perikanan,3206.561666498,OJK SPI,real
2023,DKI Jakarta,"Pertanian, Perburuan & Kehutanan",175179.993935111,OJK SPI,real
2023,DKI Jakarta,Total,178386.555601609,OJK SPI,real
2023,Gorontalo,Perikanan,136.744124826,OJK SPI,real
2023,Gorontalo,"Pertanian, Perburuan & Kehutanan",1091.991945122,OJK SPI,real
2023,Gorontalo,Total,1228.736069948,OJK SPI,real
2023,Jambi,Perikanan,136.948176049,OJK SPI,real
2023,Jambi,"Pertanian, Perburuan & Kehutanan",13225.852236319,OJK SPI,real
2023,Jambi,Total,13362.800412368,OJK SPI,real
2023,Jawa Barat,Perikanan,1279.440653437,OJK SPI,real
2023,Jawa Barat,"Pertanian, Perburuan & Kehutanan",13876.294292711,OJK SPI,real
2023,Jawa Barat,Total,15155.734946148,OJK SPI,real
